-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2001 through 01/01/2023 
Location: Latitude  24.87   Longitude 67.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M_RANGE             MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M                   MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,T2MDEW,T2MWET,TS,T2M_RANGE,QV2M,RH2M,PRECTOTCORR,PS,WS10M_RANGE,WD10M,WS50M_RANGE,WD50M
2009,10,10,5.81,5.82,0.67,392.04,108.82,109.62,1.68,20.7,24.25,29.31,9.07,15.56,69.69,0.0,100.22,3.6,207.75,4.28,207.94
2009,10,11,5.71,5.73,0.66,390.67,106.3,107.16,1.62,20.81,24.13,28.86,8.15,15.56,69.88,0.0,100.46,2.72,219.69,3.05,220.38
2009,10,12,5.73,5.77,0.67,390.32,106.96,108.08,1.63,21.37,24.23,28.69,7.28,15.99,73.06,0.0,100.56,2.98,237.88,2.9,238.44
2009,10,13,5.73,5.75,0.67,385.78,106.36,107.31,1.65,20.61,24.04,29.12,8.79,15.38,69.5,0.0,100.6,2.95,259.75,3.66,260.56
2009,10,14,5.72,5.77,0.68,383.93,106.62,107.98,1.69,20.28,23.91,29.16,8.7,15.08,67.75,0.0,100.61,1.49,253.69,2.38,254.5
2009,10,15,5.87,5.88,0.7,375.2,108.67,109.48,1.7,19.96,23.62,28.72,8.62,14.83,67.88,0.0,100.6,2.84,242.0,3.17,242.81
2009,10,16,5.74,5.74,0.69,379.84,107.26,107.88,1.62,20.91,23.73,27.42,6.98,15.69,74.19,0.0,100.58,2.49,258.81,3.38,259.62
2009,10,17,5.64,5.66,0.68,387.69,105.51,106.5,1.57,21.13,23.99,27.83,8.12,15.87,74.62,0.0,100.46,3.02,252.75,2.81,253.62
2009,10,18,5.7,5.7,0.69,372.62,103.72,104.4,1.53,14.68,20.66,27.22,11.8,11.54,58.81,0.0,100.35,2.73,276.62,3.66,277.44
2009,10,19,5.69,5.68,0.7,368.54,104.29,104.87,-999.0,16.09,21.08,26.97,9.71,12.33,63.31,0.0,100.55,2.84,259.62,3.71,259.88
2009,10,20,5.68,5.68,0.7,371.84,105.27,106.0,1.52,16.01,21.39,27.62,10.45,12.15,60.0,0.0,100.59,2.39,265.25,4.04,267.62
2009,10,21,5.58,5.57,0.69,373.13,103.17,103.8,1.49,18.62,22.79,27.78,9.51,13.73,65.38,0.0,100.73,3.69,244.69,4.77,244.38
2009,10,22,5.7,5.69,0.7,369.05,104.7,105.35,1.57,14.62,20.87,28.15,11.99,11.17,54.69,0.0,100.88,2.97,223.19,4.54,221.62
2009,10,23,5.53,5.52,0.69,365.2,100.83,101.38,1.51,13.89,20.51,28.1,11.31,10.68,52.31,0.0,100.84,2.86,245.81,4.89,247.25
2009,10,24,5.48,5.47,0.69,370.41,101.23,101.77,1.52,18.81,22.69,27.59,10.29,13.98,67.5,0.0,100.58,1.79,278.12,2.01,279.0
2009,10,25,5.39,5.4,0.68,371.79,99.26,100.17,1.48,15.6,21.48,28.05,11.53,11.9,57.19,0.0,100.56,3.59,222.44,5.26,225.56
2009,10,26,5.37,5.37,0.68,365.84,98.09,98.73,1.45,15.72,21.51,27.83,10.9,12.15,56.81,0.0,100.69,1.85,179.88,3.05,180.56
2009,10,27,5.35,5.35,0.68,364.12,97.55,98.2,1.41,15.9,21.33,27.7,11.11,11.9,59.0,0.0,100.68,2.88,233.12,4.45,248.0
2009,10,28,5.25,5.24,0.67,367.91,95.55,96.08,1.34,14.68,20.88,27.81,11.93,11.11,54.19,0.0,100.67,3.21,290.25,5.27,289.5
2009,10,29,5.2,5.21,0.67,363.3,93.6,94.34,1.27,10.09,19.27,27.99,12.23,8.24,37.0,0.0,100.87,2.89,87.12,3.37,87.19
2009,10,30,5.14,5.14,0.66,362.16,92.26,92.96,1.22,8.45,18.67,28.52,13.11,7.39,31.19,0.0,100.91,4.8,149.88,6.41,149.0
2009,10,31,5.08,5.08,0.66,367.91,91.84,92.47,1.27,13.62,20.8,28.07,10.81,10.44,46.94,0.0,100.73,2.22,293.56,3.44,293.88
2009,11,1,5.12,5.11,0.67,377.08,93.48,94.08,1.27,20.21,23.85,28.11,9.77,15.32,70.44,0.0,100.59,1.6,250.31,2.55,250.94
2009,11,2,5.11,5.12,0.67,373.82,93.45,94.37,1.25,20.25,23.78,27.98,9.04,15.14,70.06,0.0,100.77,2.02,256.5,2.52,257.5
2009,11,3,4.91,4.9,0.65,371.93,88.69,89.32,1.21,13.46,20.67,28.15,12.78,10.38,49.44,0.0,100.89,3.55,222.94,5.12,219.88
2009,11,4,4.73,4.76,0.63,371.09,84.7,85.87,-999.0,11.03,19.59,27.55,10.53,8.73,38.31,0.0,100.94,3.18,191.12,4.06,192.31
2009,11,5,4.51,4.49,0.6,370.3,80.2,80.59,1.05,12.28,20.12,27.69,10.61,9.34,41.56,0.0,100.83,2.2,186.19,2.66,187.31
2009,11,6,4.62,4.61,0.62,369.63,83.12,83.61,1.1,13.07,20.31,27.61,10.34,9.95,45.44,0.0,100.7,3.51,177.38,4.49,176.12
2009,11,7,4.68,4.69,0.63,372.45,85.41,86.16,1.12,14.15,20.51,27.17,9.68,10.74,51.06,0.0,100.53,2.49,176.31,3.94,177.38
2009,11,8,4.58,4.58,0.62,379.59,83.7,84.4,1.09,19.37,22.83,27.03,8.48,14.4,70.06,0.0,100.47,3.59,273.06,3.98,274.12
2009,11,9,4.65,4.67,0.64,374.03,85.23,86.13,1.12,10.7,18.73,26.76,9.74,8.67,42.44,0.0,100.39,5.24,199.69,6.73,200.25
2009,11,10,4.9,4.93,0.67,350.13,86.87,88.03,1.16,3.5,14.12,24.94,12.25,5.55,31.0,0.0,100.29,3.69,77.12,6.24,77.94
2009,11,11,4.25,4.26,0.59,345.47,74.16,74.99,0.91,2.3,12.57,23.51,12.42,5.07,30.56,0.0,100.29,5.05,45.88,4.75,45.75
2009,11,12,4.1,4.45,0.57,353.77,71.25,77.45,0.91,1.43,12.06,23.17,12.7,4.76,30.25,0.0,100.34,3.55,35.75,3.85,36.19
2009,11,13,4.28,4.37,0.6,361.92,77.61,79.73,1.01,1.48,12.41,23.4,11.86,4.76,27.88,0.0,100.61,4.27,38.62,4.98,39.56
2009,11,14,4.41,4.41,0.62,350.96,78.8,79.42,1.02,5.69,14.32,23.49,11.2,6.35,38.56,0.0,100.71,1.7,172.19,2.97,173.56
2009,11,15,4.72,4.7,0.66,345.0,84.16,84.72,1.08,9.67,16.49,23.76,9.75,8.0,48.5,0.0,100.44,2.02,289.81,3.82,290.25
2009,11,16,5.13,5.13,0.73,326.17,90.42,91.16,1.21,4.33,13.47,22.87,11.93,5.62,35.12,0.0,100.37,3.13,244.81,4.77,231.44
2009,11,17,5.01,5.0,0.72,324.68,87.83,88.54,1.15,4.73,13.82,22.76,11.32,5.74,35.94,0.0,100.65,3.2,187.0,4.49,186.19
2009,11,18,4.87,4.86,0.7,326.33,85.16,85.81,1.11,1.98,12.39,22.58,11.55,4.82,30.88,0.0,100.87,2.8,80.19,3.48,82.06
2009,11,19,4.68,4.69,0.67,330.17,80.93,81.96,1.05,0.82,12.05,22.61,12.26,4.52,26.94,0.0,101.06,3.24,159.31,4.23,161.44
2009,11,20,4.59,4.59,0.66,338.36,80.77,81.65,1.07,8.36,15.28,22.93,10.98,7.26,46.69,0.0,101.12,3.45,217.88,5.32,219.25
2009,11,21,4.6,4.58,0.67,345.3,82.46,82.97,1.13,15.45,19.01,23.71,9.93,11.05,67.44,0.0,101.03,2.02,277.69,3.54,278.81
2009,11,22,4.52,4.53,0.66,359.97,82.58,83.57,1.15,17.67,20.36,24.19,7.99,12.63,74.5,0.0,100.97,2.34,276.62,3.79,277.44
2009,11,23,4.56,4.56,0.67,369.24,84.57,85.38,1.18,17.42,20.58,24.87,8.37,12.51,70.75,0.0,101.0,1.6,304.69,2.76,306.88
2009,11,24,4.41,4.42,0.65,368.97,82.02,82.99,1.1,17.91,20.66,24.65,6.92,12.88,73.81,0.0,100.96,3.11,291.69,4.29,292.5
2009,11,25,4.5,4.53,0.66,371.58,83.97,85.41,1.05,17.55,20.71,24.73,7.89,12.63,71.38,0.0,100.92,0.72,286.12,1.65,287.19
2009,11,26,4.54,4.53,0.67,369.49,84.07,84.84,1.06,14.49,19.3,24.48,8.23,10.56,58.75,0.0,100.83,3.21,181.75,4.38,182.38
2009,11,27,4.53,4.51,0.68,341.3,81.12,81.77,0.99,4.62,13.96,23.3,10.04,5.68,33.44,0.0,100.94,3.9,108.31,4.98,82.25
2009,11,28,4.42,4.43,0.66,341.18,78.74,79.85,0.95,4.5,13.65,23.05,11.09,5.55,33.94,0.0,101.05,3.59,52.88,5.01,49.38
2009,11,29,4.43,4.52,0.66,346.01,78.8,81.14,0.99,3.15,13.16,22.86,11.15,5.07,30.12,0.0,101.06,3.99,76.81,5.24,62.69
2009,11,30,4.17,4.49,0.63,357.65,74.91,80.93,1.0,7.08,15.12,23.49,10.3,6.84,40.44,0.0,101.02,3.28,161.25,4.88,160.88
2009,12,1,4.16,4.32,0.63,360.13,75.53,79.02,0.98,10.05,16.37,22.59,6.34,7.93,48.25,0.0,101.07,3.41,161.06,4.79,160.56
2009,12,2,4.33,4.32,0.66,343.15,77.33,78.0,0.95,7.17,15.23,23.11,10.21,6.65,39.62,0.0,101.04,3.04,129.5,4.05,124.69
2009,12,3,4.31,4.31,0.66,337.23,76.95,77.8,0.93,7.76,15.04,22.83,9.49,7.14,44.75,0.0,100.95,3.48,153.25,5.37,153.19
2009,12,4,4.22,4.25,0.65,359.44,78.55,80.08,1.0,15.56,19.16,23.45,8.23,11.11,67.06,0.0,100.89,1.31,281.0,2.54,282.38
2009,12,5,4.19,4.22,0.64,354.58,76.71,78.18,0.95,12.75,18.23,24.1,7.59,9.34,53.25,0.0,100.8,3.7,270.5,5.52,269.0
2009,12,6,4.42,4.42,0.68,337.8,80.02,80.86,-999.0,6.5,14.71,22.94,8.89,6.29,37.25,0.0,100.81,2.51,128.56,2.7,128.38
2009,12,7,4.33,4.31,0.67,325.67,76.11,76.67,0.93,-0.91,10.2,21.7,9.77,3.91,26.06,0.0,100.96,3.42,49.19,3.8,48.81
2009,12,8,4.23,4.28,0.66,345.07,76.52,78.25,0.96,1.69,11.76,22.04,10.39,4.52,28.12,0.0,100.89,3.18,121.31,4.48,120.69
2009,12,9,3.86,4.17,0.6,355.23,70.45,76.44,0.89,6.12,13.81,21.98,7.24,6.1,39.0,0.0,100.83,2.23,168.81,3.37,169.12
2009,12,10,3.84,4.1,0.59,352.3,70.45,75.82,0.89,11.0,16.52,22.55,7.55,8.18,50.75,0.0,100.89,2.8,151.88,3.24,151.94
2009,12,11,3.93,3.9,0.61,346.39,70.73,71.25,0.8,8.08,14.95,22.5,8.99,6.84,43.12,0.0,100.93,4.37,56.81,5.21,56.56
2009,12,12,3.84,3.96,0.6,351.09,69.77,72.63,0.81,10.01,15.93,22.73,8.7,7.87,49.31,0.0,100.91,2.2,170.25,3.66,170.62
2009,12,13,3.9,3.88,0.61,363.06,71.85,72.46,0.88,13.86,18.13,23.3,7.98,10.01,61.31,0.06,100.91,2.8,155.94,3.44,141.12
2009,12,14,2.67,3.99,0.41,378.49,51.12,75.13,0.72,9.92,15.94,22.58,7.48,7.63,47.62,1.43,101.0,3.88,50.31,5.11,50.94
2009,12,15,4.07,4.13,0.64,343.95,74.47,76.35,0.97,9.98,15.69,22.36,9.38,7.63,49.44,0.0,101.14,4.2,129.88,5.51,117.81
2009,12,16,4.22,4.19,0.66,334.7,75.77,76.29,0.96,9.8,15.65,22.15,9.3,7.63,49.5,0.0,101.21,2.58,109.62,3.15,97.56
2009,12,17,4.21,4.19,0.66,335.57,75.47,76.09,0.89,8.75,14.93,21.87,8.58,7.2,47.0,0.0,101.16,1.88,139.94,2.77,141.75
2009,12,18,4.3,4.27,0.67,330.2,75.27,75.73,0.88,3.69,12.18,21.09,9.63,5.07,35.38,0.0,101.27,1.91,59.31,2.36,58.38
2009,12,19,4.19,4.17,0.66,329.49,72.23,72.8,0.87,2.08,11.26,20.49,10.33,4.52,32.0,0.0,101.33,2.65,55.75,3.16,55.19
2009,12,20,4.13,4.1,0.65,332.55,72.49,72.91,0.82,3.26,12.12,21.23,10.84,5.0,33.38,0.0,101.35,4.27,46.94,5.52,48.81
2009,12,21,3.93,3.9,0.62,329.29,68.28,68.64,0.77,5.71,13.54,21.68,10.36,5.92,38.38,0.0,101.35,2.66,54.69,3.58,54.56
2009,12,22,3.92,3.92,0.62,336.26,69.14,70.1,0.8,6.85,14.28,21.84,10.95,6.35,41.19,0.0,101.24,3.75,137.31,5.44,138.88
2009,12,23,4.09,4.06,0.64,342.03,73.48,73.98,0.86,11.19,16.53,22.13,9.04,8.36,52.88,0.0,101.14,1.62,252.56,2.79,254.06
2009,12,24,4.36,4.34,0.69,332.71,78.59,79.09,0.96,7.5,14.57,21.35,10.03,6.71,43.81,0.0,101.13,3.9,120.06,4.48,117.56
2009,12,25,4.37,4.35,0.69,330.45,77.95,78.55,0.96,9.62,14.99,21.16,9.48,7.81,54.06,0.0,100.97,2.62,189.81,4.13,190.38
2009,12,26,4.35,4.41,0.68,346.09,80.38,82.4,1.02,13.0,17.37,22.19,7.72,9.34,59.5,0.0,100.69,1.84,249.94,3.06,250.06
2009,12,27,4.37,4.39,0.69,346.78,80.79,82.18,0.98,11.3,16.39,21.83,7.36,8.42,54.56,0.0,100.71,2.36,206.81,3.6,207.69
2009,12,28,4.22,4.21,0.66,351.3,78.01,78.84,0.93,11.98,16.69,21.82,9.28,8.91,58.69,0.0,100.82,3.06,146.69,3.76,145.56
2009,12,29,3.3,4.17,0.52,361.65,62.04,78.05,0.8,11.72,16.29,21.65,7.71,8.85,58.12,0.04,100.78,2.44,195.69,3.03,195.81
2009,12,30,4.18,4.15,0.65,343.34,76.06,76.66,0.92,10.9,16.19,22.17,9.19,8.3,54.5,0.0,100.88,4.68,154.81,5.41,155.62
2009,12,31,4.31,4.28,0.67,331.2,76.48,76.91,0.96,7.3,13.8,21.3,8.49,6.47,45.06,0.0,100.98,2.05,171.38,3.05,173.62
2010,1,1,4.24,4.23,0.66,332.14,75.48,76.09,0.97,7.83,14.1,20.8,9.67,6.77,47.81,0.0,100.88,2.59,178.69,3.45,179.06
2010,1,2,2.08,4.28,0.32,380.88,40.05,79.4,0.69,7.02,13.91,21.44,9.34,6.47,43.0,0.11,100.91,3.62,150.56,4.95,150.88
2010,1,3,4.38,4.35,0.68,344.38,80.2,80.73,1.0,11.6,16.23,21.44,6.78,8.48,56.44,0.0,101.18,3.25,299.38,3.29,301.56
2010,1,4,4.34,4.31,0.67,334.38,77.16,77.62,0.98,9.75,14.94,20.8,9.08,7.63,54.88,0.0,101.21,4.28,183.06,4.63,169.06
2010,1,5,4.53,4.5,0.7,335.46,81.91,82.37,1.06,12.59,16.44,20.92,7.45,9.09,63.31,0.0,100.9,2.54,274.0,2.42,273.56
2010,1,6,4.46,4.54,0.68,342.23,81.52,83.83,1.08,12.63,16.23,20.82,8.75,9.16,65.38,0.0,100.78,2.6,213.94,3.29,213.81
2010,1,7,4.48,4.48,0.69,330.39,80.65,81.52,-999.0,10.88,15.44,21.06,9.4,8.3,60.25,0.0,100.87,1.6,153.5,2.8,153.5
2010,1,8,4.28,4.26,0.65,322.21,75.15,75.68,0.91,4.83,12.12,20.04,9.91,5.49,41.25,0.0,101.05,3.27,48.5,2.74,48.12
2010,1,9,4.06,4.04,0.62,331.97,70.73,71.17,0.8,3.3,11.36,19.83,10.76,4.88,36.81,0.0,101.06,3.43,50.06,4.4,50.88
2010,1,10,4.18,4.16,0.63,338.09,74.1,74.59,0.88,2.82,11.19,19.93,9.78,4.76,35.31,0.0,101.07,3.08,75.94,4.38,64.56
2010,1,11,2.89,4.07,0.44,368.78,53.32,73.09,0.76,3.65,11.58,20.53,10.88,5.19,38.44,0.01,101.07,4.7,122.88,5.57,123.75
2010,1,12,4.05,4.27,0.61,350.47,73.66,78.23,0.95,8.87,13.72,20.45,8.16,7.14,55.44,0.0,101.13,2.9,211.69,3.3,212.69
2010,1,13,4.66,4.63,0.7,327.38,81.95,82.42,1.0,4.42,11.83,19.94,9.91,5.37,41.0,0.0,101.31,2.35,165.5,3.17,166.38
2010,1,14,4.57,4.67,0.68,332.88,81.35,83.71,1.06,1.65,10.36,19.77,11.03,4.39,34.06,0.0,101.61,3.02,63.25,4.09,63.25
2010,1,15,4.27,4.54,0.63,336.32,75.42,80.29,0.97,1.29,10.25,19.73,9.98,4.27,32.56,0.0,101.6,3.02,53.56,4.34,53.81
2010,1,16,4.78,4.76,0.7,330.85,84.38,84.99,1.05,2.19,11.11,20.11,12.2,4.58,33.62,0.0,101.59,4.3,48.88,5.6,50.19
2010,1,17,4.73,4.71,0.7,331.51,83.76,84.25,0.95,7.39,13.71,20.51,10.23,6.77,48.62,0.0,101.46,1.38,289.25,3.01,290.31
2010,1,18,4.75,4.74,0.7,338.24,85.95,86.65,1.09,11.19,16.01,21.17,10.41,8.67,59.88,0.0,101.32,2.41,198.88,3.59,198.88
2010,1,19,4.66,4.68,0.68,331.58,82.61,83.68,1.1,11.94,16.18,21.23,9.84,9.03,64.25,0.0,101.24,2.69,207.0,4.07,206.69
2010,1,20,4.55,4.59,0.66,333.79,80.09,81.46,0.99,8.64,14.62,21.15,10.55,7.45,54.0,0.0,101.27,2.93,116.38,4.25,96.75
2010,1,21,4.51,4.66,0.65,337.5,79.23,82.43,1.02,3.4,12.13,20.57,10.52,5.19,35.75,0.0,101.23,3.84,136.56,5.16,137.25
2010,1,22,4.73,4.71,0.68,336.68,84.59,85.09,0.94,12.57,16.23,20.8,9.55,9.22,66.81,0.0,101.07,2.93,277.12,3.32,277.69
2010,1,23,4.58,4.58,0.66,353.85,84.47,85.39,1.02,15.78,18.23,21.87,9.11,11.29,77.5,0.0,101.01,2.02,290.75,3.76,291.69
2010,1,24,4.56,4.59,0.65,362.33,84.36,85.71,1.05,14.85,18.55,23.16,8.23,10.86,67.19,0.0,100.9,3.16,192.31,4.86,190.19
2010,1,25,4.83,4.82,0.68,336.24,85.66,86.17,1.04,3.95,12.81,21.83,10.84,5.31,34.81,0.0,101.1,2.95,147.69,4.09,136.31
2010,1,26,4.81,4.8,0.68,327.57,84.84,85.3,0.99,7.55,14.45,22.09,10.55,6.84,46.25,0.0,101.12,3.7,161.06,5.34,144.75
2010,1,27,4.8,4.79,0.67,345.78,88.12,88.69,1.11,13.32,17.22,22.05,7.89,9.64,63.69,0.0,101.0,1.94,282.88,3.05,283.0
2010,1,28,4.3,4.74,0.59,360.14,80.73,89.38,1.02,16.15,18.85,22.4,7.24,11.41,72.56,0.2,100.96,3.55,278.19,3.86,278.69
2010,1,29,5.05,5.05,0.7,347.28,92.88,93.71,1.13,15.39,18.79,23.23,7.54,10.93,67.81,0.0,101.05,2.08,277.25,3.95,277.94
2010,1,30,5.1,5.09,0.7,339.71,93.07,93.77,1.23,12.2,17.07,22.69,10.23,9.22,60.44,0.0,101.15,2.18,198.88,2.68,197.62
2010,1,31,5.05,5.05,0.69,343.99,92.76,93.55,1.2,11.59,16.29,22.28,8.51,8.73,58.5,0.0,101.05,3.83,237.25,5.95,239.25
2010,2,1,5.03,5.01,0.69,348.98,93.12,93.51,1.12,14.4,18.07,22.76,8.31,10.38,66.31,0.0,100.88,1.49,270.69,2.83,271.88
2010,2,2,5.02,5.0,0.68,337.93,91.55,92.03,1.17,9.62,15.87,22.74,10.27,8.0,52.12,0.0,100.9,2.52,189.81,3.7,189.5
2010,2,3,5.06,5.05,0.68,328.37,91.45,92.04,1.08,5.8,13.94,22.29,10.48,6.1,38.56,0.0,100.89,5.8,131.19,7.22,132.25
2010,2,4,5.02,5.02,0.67,334.41,90.91,91.79,1.04,6.55,14.52,22.75,11.54,6.47,39.69,0.0,100.92,4.25,160.38,6.07,160.12
2010,2,5,4.88,4.87,0.65,346.22,88.16,88.83,1.01,8.3,15.87,23.6,9.99,7.2,41.88,0.0,100.92,1.84,157.12,3.01,156.69
2010,2,6,5.01,5.0,0.66,355.3,91.95,92.48,1.1,11.81,17.84,24.17,9.18,9.03,50.88,0.0,100.88,2.85,153.69,3.2,153.75
2010,2,7,3.84,4.57,0.51,379.69,70.96,83.35,0.93,16.96,20.05,23.81,7.36,12.33,70.94,0.11,100.85,3.12,187.75,4.44,201.94
2010,2,8,2.21,4.86,0.29,370.43,44.87,92.2,0.66,13.7,17.35,21.28,7.34,10.31,65.75,0.87,100.6,7.58,258.94,9.98,258.56
2010,2,9,5.82,5.84,0.76,306.21,103.2,104.18,1.27,0.02,8.65,19.56,11.23,4.21,36.31,0.01,100.68,4.18,305.25,6.47,306.06
2010,2,10,5.73,5.73,0.74,313.93,101.49,102.28,1.19,-2.56,7.77,19.23,12.09,3.6,30.5,0.0,100.92,4.44,86.06,5.58,85.94
2010,2,11,5.56,5.57,0.71,314.64,97.31,98.11,1.04,-3.54,7.37,19.36,11.44,3.23,26.38,0.0,101.21,5.3,171.25,7.44,157.31
2010,2,12,5.53,5.52,0.7,322.39,98.38,98.94,1.1,6.35,12.8,20.36,9.85,6.41,46.75,0.0,101.2,2.55,201.69,4.31,203.19
2010,2,13,5.44,5.43,0.69,333.51,98.43,99.02,1.2,11.33,16.29,22.3,8.23,8.48,56.38,0.0,101.04,2.64,232.0,3.61,216.75
2010,2,14,5.6,5.6,0.7,327.7,100.95,101.58,1.3,9.47,15.24,22.23,9.58,7.51,51.19,0.0,100.88,3.41,212.12,5.41,213.12
2010,2,15,5.69,5.68,0.71,323.86,103.3,103.84,1.37,4.04,12.08,21.3,11.43,5.43,39.12,0.0,100.75,3.03,311.25,4.52,311.56
2010,2,16,6.01,6.01,0.75,310.47,104.92,105.58,1.49,-2.82,8.15,19.94,14.77,3.54,28.0,0.0,100.99,4.69,198.25,5.15,200.69
2010,2,17,5.86,5.86,0.73,314.95,101.98,102.54,1.32,-2.26,8.65,19.89,13.06,3.54,27.25,0.0,101.27,4.13,173.25,5.39,146.44
2010,2,18,5.83,5.82,0.72,322.73,102.66,103.05,1.4,2.62,11.15,20.81,10.89,5.31,38.88,0.0,101.12,3.06,173.75,4.84,175.56
2010,2,19,5.79,5.78,0.71,345.62,107.24,107.82,1.54,15.62,18.85,23.16,10.99,11.23,70.81,0.0,100.92,2.91,274.25,4.43,275.56
2010,2,20,5.88,5.88,0.72,344.27,107.18,107.78,1.62,12.86,17.85,23.89,11.74,9.95,62.69,0.0,100.91,3.23,218.06,5.15,217.19
2010,2,21,5.84,5.84,0.7,334.68,105.25,105.84,1.54,13.65,17.71,23.07,10.05,9.95,64.69,0.0,100.8,3.3,280.25,4.8,279.56
2010,2,22,5.59,5.8,0.67,357.77,104.92,109.19,1.57,16.98,19.17,22.45,7.86,12.08,77.44,0.21,100.65,3.31,271.69,2.52,272.12
2010,2,23,5.92,5.94,0.71,357.91,111.18,112.21,1.7,15.42,18.9,23.69,8.31,11.23,69.56,0.0,100.55,3.16,270.12,3.76,270.81
2010,2,24,5.89,5.9,0.7,357.02,110.23,111.15,-999.0,16.63,19.56,24.11,8.51,11.9,72.62,0.0,100.52,2.68,262.94,3.52,263.5
2010,2,25,5.78,5.8,0.68,361.15,108.83,109.64,1.69,17.06,19.83,24.22,9.16,12.21,74.25,0.0,100.6,3.19,269.06,4.07,269.56
2010,2,26,6.01,6.02,0.7,353.19,112.04,112.7,1.81,17.51,20.34,24.59,10.37,12.7,75.19,0.0,100.76,2.59,274.81,3.16,276.06
2010,2,27,6.29,6.3,0.73,342.65,115.61,116.27,1.95,16.13,19.65,24.33,10.87,11.78,70.75,0.0,100.79,2.57,278.06,2.12,278.56
2010,2,28,6.13,6.19,0.71,358.23,114.7,116.27,1.97,17.58,20.38,24.27,9.85,12.7,74.81,0.0,100.72,3.59,272.56,3.69,273.25
2010,3,1,5.96,6.05,0.69,372.13,113.57,115.77,1.94,20.06,21.84,24.9,7.58,14.65,82.38,0.0,100.68,2.38,261.38,1.8,262.25
2010,3,2,5.34,6.03,0.62,385.64,102.02,114.15,1.73,19.46,21.59,24.87,7.02,14.16,79.31,0.0,100.59,2.63,250.44,4.0,250.94
2010,3,3,5.77,5.86,0.66,379.17,108.45,110.32,1.65,19.3,21.55,24.65,7.09,14.16,78.69,0.0,100.4,3.65,255.75,2.75,256.38
2010,3,4,5.76,6.07,0.66,385.19,111.73,117.45,1.81,19.28,21.77,25.4,6.46,14.04,75.5,0.0,100.37,3.95,258.5,3.23,259.06
2010,3,5,5.48,6.41,0.62,375.47,104.68,120.55,1.75,16.98,19.98,24.62,6.84,12.15,70.94,0.0,100.56,1.62,264.94,1.56,264.88
2010,3,6,5.79,6.16,0.65,365.92,108.05,114.78,1.61,16.58,19.77,24.41,8.13,11.84,69.38,0.0,100.63,2.62,274.94,1.57,275.81
2010,3,7,5.94,6.01,0.66,369.31,110.85,112.49,1.6,16.86,20.26,25.36,9.49,12.08,69.44,0.0,100.93,3.97,272.69,5.15,273.81
2010,3,8,5.98,6.02,0.66,365.99,110.95,111.98,1.61,15.4,19.82,25.78,10.66,11.17,63.56,0.0,101.01,3.37,285.38,5.0,287.44
2010,3,9,6.1,6.13,0.67,363.32,111.83,112.77,1.59,16.62,20.73,26.09,10.99,12.15,66.75,0.0,100.95,2.15,264.88,3.56,266.19
2010,3,10,6.22,6.25,0.69,364.45,113.38,114.13,1.6,14.08,19.97,26.8,12.38,10.86,57.75,0.0,100.93,3.09,216.19,4.74,216.25
2010,3,11,6.48,6.5,0.71,352.9,117.65,118.29,1.73,15.07,20.14,26.29,11.09,11.29,61.19,0.0,100.97,3.06,279.88,3.76,280.31
2010,3,12,6.51,6.52,0.71,358.3,119.66,120.32,1.84,17.52,21.48,26.63,11.56,12.82,67.75,0.0,101.01,2.88,277.75,3.57,279.62
